team,division,season,ncaa_id,height,major,jersey,name,url,position,class,hometown,high_school
Northwood,II,2024,588047,,,,,,GK,Jr.,"Macomb, Mich.",Fraser
Northwood,II,2024,588047,,,,,,GK,Fr.,"Wesel, Germany",Konrad-Duden-Gymnasium
Northwood,II,2024,588047,,,,,,D,Jr.,"Birmingham, Ala.",Spain Park
Northwood,II,2024,588047,,,,,,D,Sr.,"Plainwell, Mich.",Plainwell
Northwood,II,2024,588047,,,,,,M,So.,"Svendborg, Denmark",British International School Phuket
Northwood,II,2024,588047,,,,,,D,R-Jr.,"Frankenmuth, Mich.",Frankenmuth
Northwood,II,2024,588047,,,,,,D,Sr.,"Dublin, Ireland",CBC Monkstown
Northwood,II,2024,588047,,,,,,M,Fr.,"Paris, France",Lycée Darius Milhaud
Northwood,II,2024,588047,,,,,,M,Jr.,"Fishers, Ind.",Fishers
Northwood,II,2024,588047,,,,,,F,Jr.,"Shelby Twp., Mich.",Eisenhower
Northwood,II,2024,588047,,,,,,M,R-Sr.,"Auburn Hills, Mich.",Oxford
Northwood,II,2024,588047,,,,,,F,Jr.,"Auburn Hills, Mich.",Avondale
Northwood,II,2024,588047,,,,,,M,Fr.,"Lake Orion, Mich.",Lake Orion
Northwood,II,2024,588047,,,,,,F,So.,"Fenton, Mich.",Fenton
Northwood,II,2024,588047,,,,,,F,Sr.,"Paris, France",Lycée Paul Claudel D’hulst
Northwood,II,2024,588047,,,,,,D,Jr.,"Fenton, Mich.",Fenton
Northwood,II,2024,588047,,,,,,M,So.,"Macomb, Mich.",Chippewa Valley
Northwood,II,2024,588047,,,,,,F,So.,"Macomb, Mich.",Brother Rice
Northwood,II,2024,588047,,,,,,M,Jr.,"Milford, Mich.",International Academy
Northwood,II,2024,588047,,,,,,D,R-So.,"Macomb Twp., Mich.",Eisenhower
Northwood,II,2024,588047,,,,,,D,So.,"Lake Orion, Mich.",Lake Orion
Northwood,II,2024,588047,,,,,,M,Sr.,"Troy, Mich.",Troy
Northwood,II,2024,588047,,,,,,D,Fr.,"Hemlock, Mich.",Hemlock
Northwood,II,2024,588047,,,,,,D,Fr.,"Managua, Nicaragua",East Lansing
Northwood,II,2024,588047,,,,,,F,Fr.,"Clarkston, Mich.",Clarkston
Northwood,II,2024,588047,,,,,,F,So.,"York, England",Fulford School
Northwood,II,2024,588047,,,,,,M,Fr.,"West Bloomfield, Mich.",West Bloomfield
Northwood,II,2024,588047,,,,,,D,So.,"Rochester, Mich.",Rochester
Northwood,II,2024,588047,,,,,,M,Jr.,"Shelby Twp., Mich.",Utica
Northwood,II,2024,588047,,,,,,M,Jr.,"Livonia, Mich.",Clarenceville
Northwood,II,2024,588047,,,,,,M,Jr.,"New Boston, Mich.",Huron
Northwood,II,2024,588047,,,,,,F,Fr.,"Saginaw, Mich.",Heritage
Northwood,II,2024,588047,,,,,,D,So.,"Grandville, Mich.",Grandville
Northwood,II,2024,588047,,,,,,D,Fr.,"Commerce, Mich.",Walled Lake Central
Northwood,II,2024,588047,,,,,,M,Fr.,"Walled Lake, Mich.",Walled Lake Central
Northwood,II,2024,588047,,,,,,F,R-Jr.,"Charlevoix, Mich.",Charlevoix
Northwood,II,2024,588047,,,,,,F,So.,"Walker, Mich.",Kenowa Hills
Northwood,II,2024,588047,,,,,,D,So.,"Holland, Mich.",Zeeland East
Northwood,II,2024,588047,,,,,,GK,Fr.,"London, England",Leighton Park
Ohio Northern,III,2024,588203,,,,,,GK,Fr.,Batavia,McNicholas
Ohio Northern,III,2024,588203,,,,,,GK,Sr.,"Conroe, Tex.",Oak Ridge
Ohio Northern,III,2024,588203,,,,,,GK,Sr.,Hilliard,Darby
Ohio Northern,III,2024,588203,,,,,,M,So.,"Naperville, Ill.",North
Ohio Northern,III,2024,588203,,,,,,F,Sr.,Troy,Troy
Ohio Northern,III,2024,588203,,,,,,M,Sr.,Lexington,Lexington
Ohio Northern,III,2024,588203,,,,,,M,Jr.,"Canton, Mich.",Salem
Ohio Northern,III,2024,588203,,,,,,M,Sr.-5,"Knoxville, Tenn.",Alcoa
Ohio Northern,III,2024,588203,,,,,,M,Jr.,Galena,St. Francis DeSales
Ohio Northern,III,2024,588203,,,,,,F,Sr.,Beavercreek,Beavercreek
Ohio Northern,III,2024,588203,,,,,,M,Sr.-5,Galena,St. Francis DeSales
Ohio Northern,III,2024,588203,,,,,,B,Sr.-5,Westerville,North
Ohio Northern,III,2024,588203,,,,,,B,So.,"Almont, Mich.",Brother Rice
Ohio Northern,III,2024,588203,,,,,,F,Sr.,Dublin,Coffman
Ohio Northern,III,2024,588203,,,,,,B,So.,"Canton, Mich.",Salem
Ohio Northern,III,2024,588203,,,,,,B,Sr.,"Grand Blanc, Mich.",Grand Blanc
Ohio Northern,III,2024,588203,,,,,,M,Jr.,"Oakland, N.J.",St. Benedict's Prep
Ohio Northern,III,2024,588203,,,,,,M,Sr.,Mason,Mason
Ohio Northern,III,2024,588203,,,,,,M,Sr.,"Floyds Knobs, Ind.",Floyd Central
Ohio Northern,III,2024,588203,,,,,,F,Fr.,Hilliard,Davidson
Ohio Northern,III,2024,588203,,,,,,B,Fr.,Dayton,Centerville
Ohio Northern,III,2024,588203,,,,,,B,Sr.,Cleveland,St. Ignatius
Ohio Northern,III,2024,588203,,,,,,F,Fr.,Blacklick,Gahanna
Ohio Northern,III,2024,588203,,,,,,B,Sr.,"Saginaw, Mich.",Freeland
Ohio Northern,III,2024,588203,,,,,,B,Fr.,Monroe,Monroe
Ohio Northern,III,2024,588203,,,,,,B,Sr.,Carroll,St. Charles
Ohio Northern,III,2024,588203,,,,,,M,Fr.,"New Lenox, Ill.",Lincoln-Way Central
Ohio Northern,III,2024,588203,,,,,,M,So.,Dayton,Centerville
Ohio Northern,III,2024,588203,,,,,,M,Jr.,Mason,Mason
Ohio Northern,III,2024,588203,,,,,,B,Fr.,"Jarrettsville, Md.",North Harford
Ohio Northern,III,2024,588203,,,,,,B,Jr.,Delaware,Olentangy Berlin
Ohio Northern,III,2024,588203,,,,,,GK,So.,Hilliard,Bradley
Ohio Northern,III,2024,588203,,,,,,M,Fr.,"Oxford, Mich.",Oxford
Ohio Northern,III,2024,588203,,,,,,M,Fr.,Goshen,Loveland
Ohio Northern,III,2024,588203,,,,,,B,Jr.,"Louisville, Ky.",Saint Xavier
Ohio Northern,III,2024,588203,,,,,,M,So.,Fairfield,Ross
Ohio Northern,III,2024,588203,,,,,,B,Jr.,Stow,Stow-Munroe Falls
Ohio Northern,III,2024,588203,,,,,,B,Fr.,"Fishers, Ind.",Heritage Christian
Ohio Northern,III,2024,588203,,,,,,F,Jr.,Hilliard,Davidson
Ohio Northern,III,2024,588203,,,,,,B,So.,Westlake,Westlake
Ohio Northern,III,2024,588203,,,,,,B,So.,Cincinnati,LaSalle
Ohio Northern,III,2024,588203,,,,,,B,Sr.,"Canton, Mich.",Salem
Ohio Northern,III,2024,588203,,,,,,B,Jr.,Toledo,Ottawa Hills
Ohio Northern,III,2024,588203,,,,,,B,Fr.,"New Lenox, Ill.",Lincoln-Way Central
Ohio Northern,III,2024,588203,,,,,,F,Fr.,Dayton,Centerville
Ohio Northern,III,2024,588203,,,,,,F,Fr.,Miamisburg,Miamisburg
Ohio Northern,III,2024,588203,,,,,,M,Jr.,Beavercreek,Beavercreek
Ohio Northern,III,2024,588203,,,,,,B,Fr.,Cincinnati,Moeller
Ohio Northern,III,2024,588203,,,,,,F,Fr.,"Zionsville, Ind.",Covenant Christian
Ohio Northern,III,2024,588203,,,,,,F,So,"Park City, Utah",Park City
Olivet,III,2024,588206,,,,,,GK,,,
Olivet,III,2024,588206,,,,,,GK,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,F,,,
Olivet,III,2024,588206,,,,,,M,,,
Olivet,III,2024,588206,,,,,,D,,,
Olivet,III,2024,588206,,,,,,GK,,,
Olivet,III,2024,588206,,,,,,GK,,,
Olivet,III,2024,588206,,,,,,GK,,,
Olivet,III,2024,588206,,,,,,D,,,
Penn St. Brandywine,III,2024,593225,,,,,,GK,,"Boerne, Texas",Samuel V. Champion
Penn St. Brandywine,III,2024,593225,,,,,,GK,,"Downingtown, Pa.",Downingtown East
Penn St. Brandywine,III,2024,593225,,,,,,GK,,"West Lawn, Pa.",Wilson
Penn St. Brandywine,III,2024,593225,,,,,,M/D,,"Newark, Del.",Delaware Military Academy
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Middletown, Del.",Middletown
Penn St. Brandywine,III,2024,593225,,,,,,F/M,,"Williamstown, N.J.",Williamstown
Penn St. Brandywine,III,2024,593225,,,,,,F/M,,"Oxford, Pa.",Oxford
Penn St. Brandywine,III,2024,593225,,,,,,F,,"Germantown, Md.",Northwest
Penn St. Brandywine,III,2024,593225,,,,,,M,,"York, Pa.",Dallastown Area
Penn St. Brandywine,III,2024,593225,,,,,,F,,"Bear, Del.",Christiana
Penn St. Brandywine,III,2024,593225,,,,,,F/M,,"Kennett Square, Pa.",Kennett
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Philadelphia, Pa.",Horace Furness
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Ocean City, Md.",Stephen Decatur
Penn St. Brandywine,III,2024,593225,,,,,,F/D,,"Folcroft, Pa.",Academy Park
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Laurel, Md.",Reservoir
Penn St. Brandywine,III,2024,593225,,,,,,M,,"Huntington Beach, Calif.",Marina
Penn St. Brandywine,III,2024,593225,,,,,,M,,"Concord, N.H.",Concord
Penn St. Brandywine,III,2024,593225,,,,,,M/D,,"Upper Chichester, Pa.",Chichester
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Philadelphia, Pa.",Carver
Penn St. Brandywine,III,2024,593225,,,,,,M,,"Syracuse, N.Y.",West Genesee
Penn St. Brandywine,III,2024,593225,,,,,,F,,"Waldorf, Md.",Westlake
Penn St. Brandywine,III,2024,593225,,,,,,M,,"Newtown Square, Pa.",Marple Newtown
Penn St. Brandywine,III,2024,593225,,,,,,D,,"Middletown, Del.",Odessa
Penn St. Brandywine,III,2024,593225,,,,,,F,,"Frederick, Md.",Governor Thomas Johnson
Penn St. Brandywine,III,2024,593225,,,,,,F,,"Buffalo, N.Y.",St. Joseph Collegiate Institute
Penn St. Brandywine,III,2024,593225,,,,,,M,,"Philadelphia, Pa.",Franklin Learning Center
Penn St. Brandywine,III,2024,593225,,,,,,F/M,,"Havertown, Pa.",Bonner-Prendie
Penn St. Brandywine,III,2024,593225,,,,,,F/M,,"Cochranville, Pa.",Avon Grove
Penn St. Harrisburg,III,2024,588413,,,1,Hossam Aly,https://www.psu.edu/sports/msoc/2024-25/bios/aly_hossam_h5x9,GK,Gr.,"Harrisburg, Pa.",Central Dauphin East
Penn St. Harrisburg,III,2024,588413,,,2,Jordan Perkins,https://www.psu.edu/sports/msoc/2024-25/bios/perkins_jordan_3r65,D,Sr.,"Waldorf, Md.",North Point
Penn St. Harrisburg,III,2024,588413,,,3,Malachi Abma,https://www.psu.edu/sports/msoc/2024-25/bios/abma_malachi_vwhd,D,Jr.,"Gettysburg, Pa.",Gettysburg
Penn St. Harrisburg,III,2024,588413,,,4,Tyler Madairy,https://www.psu.edu/sports/msoc/2024-25/bios/madairy_tyler_aq7h,M,Sr.,"Cambridge, Md.",Broadneck
Penn St. Harrisburg,III,2024,588413,,,5,Alex Afata,https://www.psu.edu/sports/msoc/2024-25/bios/afata_alex_qha0,D,Sr.,"Manchester, Pa.",Northeastern
Penn St. Harrisburg,III,2024,588413,,,6,Noah Cahoon,https://www.psu.edu/sports/msoc/2024-25/bios/cahoon_noah_2hxy,D,Sr.,"Gainesville, Fla.",Mountain View
Penn St. Harrisburg,III,2024,588413,,,7,Colin O'Hara,https://www.psu.edu/sports/msoc/2024-25/bios/o-hara_colin_f5hf,D,So.,"Warrington, Pa.",Central Bucks South
Penn St. Harrisburg,III,2024,588413,,,8,Alexander Benbatoul,https://www.psu.edu/sports/msoc/2024-25/bios/benbatoul_alexander_sjmx,M,Jr.,"Ashburn, Va.",Briar Woods
Penn St. Harrisburg,III,2024,588413,,,9,Liam Gohn,https://www.psu.edu/sports/msoc/2024-25/bios/gohn_liam_60rp,F,Sr.,"York, Pa.",Spring Grove
Penn St. Harrisburg,III,2024,588413,,,10,Cole Isaacs,https://www.psu.edu/sports/msoc/2024-25/bios/isaacs_cole_dm12,D,Jr.,"Weddington, N.C.",Weddington
Penn St. Harrisburg,III,2024,588413,,,11,Kobe Harris,https://www.psu.edu/sports/msoc/2024-25/bios/harris_kobe_k1ns,F,Sr.,"Leonardtown, Md.",Leonardtown
Penn St. Harrisburg,III,2024,588413,,,12,Griffen Martello,https://www.psu.edu/sports/msoc/2024-25/bios/martello_griffen_e4q0,M,Sr.,"Cherry Hill, N.J.",Cherry Hill West
Penn St. Harrisburg,III,2024,588413,,,13,Kristopher Lage,https://www.psu.edu/sports/msoc/2024-25/bios/lage_kristopher_2u9i,170,So.,"Northglenn, Colo.",Northglenn
Penn St. Harrisburg,III,2024,588413,,,14,Byron Hines,https://www.psu.edu/sports/msoc/2024-25/bios/hines_byron_hcnd,D,Fr.,"Dallas, Texas",North Garland
Penn St. Harrisburg,III,2024,588413,,,15,Jaden Longdon,https://www.psu.edu/sports/msoc/2024-25/bios/longdon_jaden_huf8,F,Sr.,"East Stroudsburg, Pa.",East Stroudsburg South
Penn St. Harrisburg,III,2024,588413,,,16,Bo Shirk,https://www.psu.edu/sports/msoc/2024-25/bios/shirk_bo_ivfm,M,Fr.,"Hershey, Pa.",Hershey
Penn St. Harrisburg,III,2024,588413,,,17,James Manns,https://www.psu.edu/sports/msoc/2024-25/bios/manns_james_htbq,M,Sr.,"Sacramento, Calif.",Cosumnes Oaks
Penn St. Harrisburg,III,2024,588413,,,18,Aidan McWilliams,https://www.psu.edu/sports/msoc/2024-25/bios/mcwilliams_aidan_4prh,D,Jr.,"Newnan, Ga.",Landmark Christian
Penn St. Harrisburg,III,2024,588413,,,19,McKinley Joseph,https://www.psu.edu/sports/msoc/2024-25/bios/joseph_mckinley_qsvt,M,Gr.,"Stamford, Conn.",King School
Penn St. Harrisburg,III,2024,588413,,,20,Dylan Ratjavong,https://www.psu.edu/sports/msoc/2024-25/bios/ratjavong_dylan_tapx,D,Jr.,"Gordonville, Pa.",Pequea Valley
Penn St. Harrisburg,III,2024,588413,,,21,Zachary Cabiling,https://www.psu.edu/sports/msoc/2024-25/bios/cabiling_zachary_lm9l,D,So.,"Auckland, New Zealand",University of Auckland
Penn St. Harrisburg,III,2024,588413,,,22,Alden Reeves,https://www.psu.edu/sports/msoc/2024-25/bios/reeves_alden_jcxg,D,So.,"Wheat Ridge, Colo.",Wheat Ridge
Penn St. Harrisburg,III,2024,588413,,,23,Ethan Cortes,https://www.psu.edu/sports/msoc/2024-25/bios/cortes_ethan_narx,F,Sr.,"Greenfield Township, Pa.",Lakeland
Penn St. Harrisburg,III,2024,588413,,,24,Brandon Axton,https://www.psu.edu/sports/msoc/2024-25/bios/axton_brandon_m3x2,F,Jr.,"San Ramon, Calif.",Dougherty Valley
Penn St. Harrisburg,III,2024,588413,,,25,Miguel Gomez,https://www.psu.edu/sports/msoc/2024-25/bios/gomez_miguel_zxn6,D,Fr.,"Bogota, Colombia",Montverde Academy
Penn St. Harrisburg,III,2024,588413,,,26,Bradyn Dombach,https://www.psu.edu/sports/msoc/2024-25/bios/dombach_bradyn_qytd,D,Fr.,"Mount Joy, Pa.",Manheim Central
Penn St. Harrisburg,III,2024,588413,,,27,Dillon Gough,https://www.psu.edu/sports/msoc/2024-25/bios/gough_dillon_10y8,D,Jr.,"Bel Air, Md.",Patterson Mill
Penn St. Harrisburg,III,2024,588413,,,29,Will Kim,https://www.psu.edu/sports/msoc/2024-25/bios/kim_will_atdq,,,,
Penn St. Harrisburg,III,2024,588413,,,30,Parker Christina,https://www.psu.edu/sports/msoc/2024-25/bios/christina_parker_iyhc,M,Sr.,"Greensboro, N.C.",Grimsley
Penn St. Harrisburg,III,2024,588413,,,31,Tyler Shearin,https://www.psu.edu/sports/msoc/2024-25/bios/shearin_tyler_d1c7,GK,Sr.,"Wake Forest, N.C.",Heritage
Penn St. Harrisburg,III,2024,588413,,,91,Ricardo Bustamante,https://www.psu.edu/sports/msoc/2024-25/bios/bustamante_nicto_ricardo_aiue,M,Jr.,"Mexico City, Mexico",IMG Academy
Penn St. Harrisburg,III,2024,588413,,,97,Shayon Kashi,https://www.psu.edu/sports/msoc/2024-25/bios/kashi_shayon_0oyz,GK,So.,"Bethesda, Md.",IMG Academy
Penn St. Harrisburg,III,2024,588413,,,98,Addis Tafese,https://www.psu.edu/sports/msoc/2024-25/bios/tafese_addis_5s97,F,So.,"Addis Ababa, Ethiopia",Justice
Penn St. Harrisburg,III,2024,588413,,,99,Tai Bhalla,https://www.psu.edu/sports/msoc/2024-25/bios/bhalla_tai_65av,F,So.,"Kuala Lumpar, Malaysia",Meridian
Penn St.-Altoona,III,2024,588397,,,,,,GK,So,"Muncy, PA",Muncy
Penn St.-Altoona,III,2024,588397,,,,,,GK,Sr,"State College, PA",State College
Penn St.-Altoona,III,2024,588397,,,,,,D,Sr,"Spring Grove, PA",Spring Grove
Penn St.-Altoona,III,2024,588397,,,,,,M,Jr,"Johnstown, PA",Johnstown Christian School
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Julian, PA",Bald Eagle
Penn St.-Altoona,III,2024,588397,,,,,,M,Fr,"State College, PA",State College
Penn St.-Altoona,III,2024,588397,,,,,,F,Jr,"York, PA",Central York
Penn St.-Altoona,III,2024,588397,,,,,,M,Fr,"Knoxville, TN",State College
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Kearny, NJ",Kearny
Penn St.-Altoona,III,2024,588397,,,,,,F/M,So,"New Cumberland, PA",Trinity
Penn St.-Altoona,III,2024,588397,,,,,,D,Jr,"Abuja, Nigeria",Cherryfield College
Penn St.-Altoona,III,2024,588397,,,,,,D/M,Sr,"Spring Grove, PA",Spring Grove
Penn St.-Altoona,III,2024,588397,,,,,,D/F,Jr,"Waldwick, NJ",Waldwick
Penn St.-Altoona,III,2024,588397,,,,,,D,Jr,"La Plata, MD",La Plata
Penn St.-Altoona,III,2024,588397,,,,,,D,Fr,"Edison, NJ",John P. Stevens
Penn St.-Altoona,III,2024,588397,,,,,,D,Fr,"Harrisburg, PA",Central Dauphin
Penn St.-Altoona,III,2024,588397,,,,,,D/M,Sr,"Altoona, PA",Altoona
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Panama City, Panama",El Colegio de Panama
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Lansdale, PA",North Penn
Penn St.-Altoona,III,2024,588397,,,,,,D,Jr,Trinidad and Tobago,St. Benedict's College
Penn St.-Altoona,III,2024,588397,,,,,,,,,
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Coatesville, PA",Coatesville
Penn St.-Altoona,III,2024,588397,,,,,,M,Fr,"Ho-Ho-Kus, NJ",Northern Highlands Regional
Penn St.-Altoona,III,2024,588397,,,,,,F,Fr,"Johnstown, PA",Forest Hills
Penn St.-Altoona,III,2024,588397,,,,,,D,Fr,"Tunkhannock, PA",Tunkhannock
Penn St.-Altoona,III,2024,588397,,,,,,D,Fr,"Altoona, PA",Hollidaysburg
Penn St.-Altoona,III,2024,588397,,,,,,F/M,So,"North Huntingdon, PA",Norwin
Penn St.-Altoona,III,2024,588397,,,,,,GK,So,"Bloomfield, NJ",St. Joseph Regional
Penn St.-Behrend,III,2024,588211,,,,,,GK,Jr.,"Gibsonia, PA",Pine-Richland
Penn St.-Behrend,III,2024,588211,,,,,,M,Jr.,"Pittsburgh, PA",Baldwin
Penn St.-Behrend,III,2024,588211,,,,,,D/M,Jr.,"Pittsburgh, PA",Moon Area
Penn St.-Behrend,III,2024,588211,,,,,,D,Jr.,"Erie, PA",McDowell
Penn St.-Behrend,III,2024,588211,,,,,,M,Sr.,"Westtown, NY",Minisink Valley
Penn St.-Behrend,III,2024,588211,,,,,,F,Sr.,"Allison Park, PA",North Allegheny
Penn St.-Behrend,III,2024,588211,,,,,,M,Jr.,"Pittsburgh, PA",Plum
Penn St.-Behrend,III,2024,588211,,,,,,M,So.,"Plum, PA",Plum
Penn St.-Behrend,III,2024,588211,,,,,,M,Sr.,"Murrysville, PA",Franklin Regional
Penn St.-Behrend,III,2024,588211,,,,,,F,Sr.,"Enola, PA",East Pennsboro
Penn St.-Behrend,III,2024,588211,,,,,,F,So.,"Plum, PA",Plum
Penn St.-Behrend,III,2024,588211,,,,,,F,Sr.,"Basking Ridge, NJ",Ridge
Penn St.-Behrend,III,2024,588211,,,,,,D/M,So.,"Girard, PA",Girard
Penn St.-Behrend,III,2024,588211,,,,,,M,So.,"Harbor Creek, PA",Harbor Creek
Penn St.-Behrend,III,2024,588211,,,,,,M,Sr.,"Caracas, Venezuela",Madison Learning Center
Penn St.-Behrend,III,2024,588211,,,,,,D/M,So.,"Erie, PA",Cathedral Prep
Penn St.-Behrend,III,2024,588211,,,,,,F,Fr.,"Coraopolis, PA",Our Lady of the Sacred Heart
Penn St.-Behrend,III,2024,588211,,,,,,M,So.,"Vandergrift, PA",Kiski Area
Penn St.-Behrend,III,2024,588211,,,,,,D,Jr.,"Eighty-Four, PA",Canon McMillan
Penn St.-Behrend,III,2024,588211,,,,,,GK,Fr.,"North Huntingdon, PA",Norwin
Penn St.-Behrend,III,2024,588211,,,,,,F,Jr.,"Canonsburg, PA",Canon McMillan
Penn St.-Behrend,III,2024,588211,,,,,,D,Fr.,"Butler, PA",Butler
Penn St.-Behrend,III,2024,588211,,,,,,M,Jr.,"Pittsburgh, PA",Montour
Penn St.-Behrend,III,2024,588211,,,,,,M,Fr.,"North Huntingdon, PA",Norwin
Penn St.-Behrend,III,2024,588211,,,,,,D,Fr.,"Pittsburgh, PA",Moon Area
Penn St.-Behrend,III,2024,588211,,,,,,M,So.,"Erie, PA",McDowell
Penn St.-Behrend,III,2024,588211,,,,,,F,So.,"Perm, Russia",Tel Aviv
Penn St.-Behrend,III,2024,588211,,,,,,D,Sr.,"Akron, NY",Clarence
Penn St.-Behrend,III,2024,588211,,,,,,M,Sr.,"Bethel Park, PA",Bethel Park
Penn St.-Behrend,III,2024,588211,,,,,,M,Fr.,"Charleroi, PA",Charleroi
Penn St.-Behrend,III,2024,588211,,,,,,M,Fr.,"Bridgeville, PA",South Fayette
Penn St.-Behrend,III,2024,588211,,,,,,M,Fr.,"Pittsburgh, PA",Elizabeth Forward
Pitt.-Bradford,III,2024,588313,,,0,Michael Riedel,https://www.pittbradford.org/sports/msoc/2024-25/bios/riedel_michael_znaz,Goalkeeper,Freshman,"Dundas, ON., Canada",Waterdown
Pitt.-Bradford,III,2024,588313,,,1,Christopher House,https://www.pittbradford.org/sports/msoc/2024-25/bios/house_christopher_xcmd,Goalkeeper,Freshman,"Bloomfield, N.J.",Bloomfield
Pitt.-Bradford,III,2024,588313,,,2,Levent van Helden,https://www.pittbradford.org/sports/msoc/2024-25/bios/van_helden_levent_ipkf,Defense,Freshman,"Frankfurt am Main, Germany",Athens Area
Pitt.-Bradford,III,2024,588313,,,3,Ayden Ratajczak,https://www.pittbradford.org/sports/msoc/2024-25/bios/ratajczak_ayden_unlh,Forward,Freshman,"Erie, Pa.",Harborcreek
Pitt.-Bradford,III,2024,588313,,,4,Will Benatovich,https://www.pittbradford.org/sports/msoc/2024-25/bios/benatovich_william_86ee,Defense,Freshman,"Great Valley, N.Y.",Ellicottville
Pitt.-Bradford,III,2024,588313,,,5,Kojo Imbeah,https://www.pittbradford.org/sports/msoc/2024-25/bios/imbeah_kojo_3ez8,Forward,Freshman,"Aberdeen, Md.",Aberdeen
Pitt.-Bradford,III,2024,588313,,,6,Jahmair McKenzie,https://www.pittbradford.org/sports/msoc/2024-25/bios/mckenzie_jahmair_ro9g,Forward,Junior,"Kingston, Jamaica",Morris Academy
Pitt.-Bradford,III,2024,588313,,,7,Gladwin Timothy,https://www.pittbradford.org/sports/msoc/2024-25/bios/timothy_gladwin_dbro,Midfield,Senior,"Philadelphia, Pa.",George Washington
Pitt.-Bradford,III,2024,588313,,,8,Quinton Hepner,https://www.pittbradford.org/sports/msoc/2024-25/bios/hepner_quinton_f4jc,Defense,Junior,"Lewistown, Pa.",Mifflin County
Pitt.-Bradford,III,2024,588313,,,9,Bailee Verdill,https://www.pittbradford.org/sports/msoc/2024-25/bios/verdill_bailee_rfr1,Forward,Sophomore,"Sligo, Pa.",Clarion Area
Pitt.-Bradford,III,2024,588313,,,10,Moises Ochoa-Castellon,https://www.pittbradford.org/sports/msoc/2024-25/bios/ochoa-castellon_moises_ps8l,Midfield,Sophomore,"Arlington, Va.",Washington-Liberty
Pitt.-Bradford,III,2024,588313,,,11,Brady Hathaway,https://www.pittbradford.org/sports/msoc/2024-25/bios/hathaway_brady_pvkk,Midfield,Sophomore,"North Tonawanda, N.Y.",Starpoint
Pitt.-Bradford,III,2024,588313,,,12,Andrew Suero,https://www.pittbradford.org/sports/msoc/2024-25/bios/suero_andrew_mjly,Defense,Sophomore,"Pittsford, N.Y.",Pittsford Mendon
