jersey,name,url,position,class,hometown,high_school,team,division,season
18,Owen Albrecht,https://www.wubearcats.com/sports/msoc/2024-25/bios/albrecht_owen_ql8l,M,Fy.,,,Willamette,III,2024
19,Diedrik Boberg,https://www.wubearcats.com/sports/msoc/2024-25/bios/boberg_diedrik_sq9t,F,Fy.,,,Willamette,III,2024
20,Vaibhav Thikkavarapu,https://www.wubearcats.com/sports/msoc/2024-25/bios/thikkavarapu_vaibhav_7aur,D,Fy.,,,Willamette,III,2024
22,Simon Stein,https://www.wubearcats.com/sports/msoc/2024-25/bios/stein_simon_i0up,D,Sr.,,,Willamette,III,2024
23,Ryan O'Grady,https://www.wubearcats.com/sports/msoc/2024-25/bios/o-grady_ryan_wbcg,D,Sr.,,,Willamette,III,2024
24,Jayson Gordon,https://www.wubearcats.com/sports/msoc/2024-25/bios/gordon_jayson_5l06,D,So.,,,Willamette,III,2024
25,Paddy Bell,https://www.wubearcats.com/sports/msoc/2024-25/bios/bell_paddy_oafm,D,So.,,,Willamette,III,2024
30,Tyler Kelsey,https://www.wubearcats.com/sports/msoc/2024-25/bios/kelsey_tyler_xqg3,M/D,So.,,,Willamette,III,2024
35,Evan Bierman,https://www.wubearcats.com/sports/msoc/2024-25/bios/bierman_evan_ms61,GK,Fy.,,,Willamette,III,2024
00,Tobias de Voogt,https://www.wilmu.edu/sports/msoc/2024-25/bios/de_voogt_tobias_g8ri,GK,,,,Wilmington (DE),II,2024
1,Charlie Phillips,https://www.wilmu.edu/sports/msoc/2024-25/bios/phillips_charlie_tcuv,GK,,,,Wilmington (DE),II,2024
2,Josh Bell,https://www.wilmu.edu/sports/msoc/2024-25/bios/bell_josh_rvw8,D,,,,Wilmington (DE),II,2024
3,Robert Seow,https://www.wilmu.edu/sports/msoc/2024-25/bios/seow_robert_47mx,D,,,,Wilmington (DE),II,2024
4,Till Rauch,https://www.wilmu.edu/sports/msoc/2024-25/bios/rauch_till_l07w,D,,,,Wilmington (DE),II,2024
5,Niklas Kleinert,https://www.wilmu.edu/sports/msoc/2024-25/bios/kleinert_niklas_lc0d,D,,,,Wilmington (DE),II,2024
6,Nana Boadu,https://www.wilmu.edu/sports/msoc/2024-25/bios/boadu_nana_2dpp,M,,,,Wilmington (DE),II,2024
7,Jhamaleek Porter,https://www.wilmu.edu/sports/msoc/2024-25/bios/porter_jhamaleek_knz2,F,,,,Wilmington (DE),II,2024
8,Diego Ramirez,https://www.wilmu.edu/sports/msoc/2024-25/bios/ramirez_diego_2pkn,M,,,,Wilmington (DE),II,2024
9,Michiharu Takanashi,https://www.wilmu.edu/sports/msoc/2024-25/bios/takanashi_michiharu_rokj,F,,,,Wilmington (DE),II,2024
10,Theo Faillon,https://www.wilmu.edu/sports/msoc/2024-25/bios/faillon_theo_xgo7,F,,,,Wilmington (DE),II,2024
11,Matthew Yi,https://www.wilmu.edu/sports/msoc/2024-25/bios/yi_matthew_b79k,F,,,,Wilmington (DE),II,2024
12,Caleb James,https://www.wilmu.edu/sports/msoc/2024-25/bios/james_caleb_yip7,F,,,,Wilmington (DE),II,2024
13,Sora Watanabe,https://www.wilmu.edu/sports/msoc/2024-25/bios/watanabe_sora_upfs,M,,,,Wilmington (DE),II,2024
14,Derrick Henry,https://www.wilmu.edu/sports/msoc/2024-25/bios/henry_derrick_h3cp,F,,,,Wilmington (DE),II,2024
15,Patrick Keys,https://www.wilmu.edu/sports/msoc/2024-25/bios/keys_patrick_rur7,D,,,,Wilmington (DE),II,2024
16,Carrick Stewart,https://www.wilmu.edu/sports/msoc/2024-25/bios/stewart_carrick_tfik,M,,,,Wilmington (DE),II,2024
17,Lenny Greifenberg,https://www.wilmu.edu/sports/msoc/2024-25/bios/greifenberg_lenny_30nr,M,,,,Wilmington (DE),II,2024
18,Jesse Hospedales,https://www.wilmu.edu/sports/msoc/2024-25/bios/hospedales_jesse_yagg,D,,,,Wilmington (DE),II,2024
20,Javier Peña,https://www.wilmu.edu/sports/msoc/2024-25/bios/pena_javier_3a74,F,,,,Wilmington (DE),II,2024
21,Jiung Ha,https://www.wilmu.edu/sports/msoc/2024-25/bios/ha_jiung_fftv,M,,,,Wilmington (DE),II,2024
22,Tsubasa Abe,https://www.wilmu.edu/sports/msoc/2024-25/bios/abe_tsubasa_t8tt,M,,,,Wilmington (DE),II,2024
23,Bowen Simmons,https://www.wilmu.edu/sports/msoc/2024-25/bios/simmons_bowen_rryx,M,,,,Wilmington (DE),II,2024
24,Tucker Gleaton,https://www.wilmu.edu/sports/msoc/2024-25/bios/gleaton_tucker_w2jl,F,,,,Wilmington (DE),II,2024
25,Joshua Jackson,https://www.wilmu.edu/sports/msoc/2024-25/bios/jackson_joshua_e3wi,F,,,,Wilmington (DE),II,2024
26,Nicolas Neunie,https://www.wilmu.edu/sports/msoc/2024-25/bios/neunie_nicolas_lj5k,F,,,,Wilmington (DE),II,2024
27,Mylan Le Baut,https://www.wilmu.edu/sports/msoc/2024-25/bios/le_baut_mylan_chf4,F,,,,Wilmington (DE),II,2024
28,Alex Tarway,https://www.wilmu.edu/sports/msoc/2024-25/bios/tarway_alex_off9,M,,,,Wilmington (DE),II,2024
29,Jeremie Saint-Marc,https://www.wilmu.edu/sports/msoc/2024-25/bios/saint-marc_jeremie_vt10,M,,,,Wilmington (DE),II,2024
30,Marcus Sanoir,https://www.wilmu.edu/sports/msoc/2024-25/bios/sanoir_marcus_zyjg,D,,,,Wilmington (DE),II,2024
32,Demario McCarthy,https://www.wilmu.edu/sports/msoc/2024-25/bios/mccarthy_demario_zzu5,M,,,,Wilmington (DE),II,2024
33,Stanley Ho,https://www.wilmu.edu/sports/msoc/2024-25/bios/ho_stanley_b2ck,F,,,,Wilmington (DE),II,2024
34,Michael Archer,https://www.wilmu.edu/sports/msoc/2024-25/bios/archer_michael_q4hd,D,,,,Wilmington (DE),II,2024
36,Nat Thompson,https://www.wilmu.edu/sports/msoc/2024-25/bios/thompson_nat_bexe,F,,,,Wilmington (DE),II,2024
37,Fallou Sow,https://www.wilmu.edu/sports/msoc/2024-25/bios/sow_fallou_6wba,M,,,,Wilmington (DE),II,2024
00,Sam Nitzberg,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/nitzberg_sam_4vux,GK,Jr.,"Cincinnati, OH",Cincinnati Country Day,Wittenberg,III,2024
0,Anthony Hernandez,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/hernandez_anthony_budy,GK,Fr.,"Columbus, OH",Worthington Kilbourne,Wittenberg,III,2024
1,Peter Adams,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/adams_peter_5xl2,GK,So.,"Columbus, OH",Hilliard Darby,Wittenberg,III,2024
2,Mustapha Kinteh,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/kinteh_mustapha_6jn3,M,Sr.,"Columbus, OH",Gahanna Lincoln,Wittenberg,III,2024
3,Kees Ciric,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/ciric_kees_nlem,M,Sr.,"Loveland, OH",Loveland,Wittenberg,III,2024
4,Jackson Miller,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/miller_jackson_6w0r,D,Jr.,"Westerville, OH",South,Wittenberg,III,2024
5,Jibril Mohamed,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/mohamed_jabril_dud6,D,Sr.,"Columbus, OH",Beechcroft,Wittenberg,III,2024
6,Kyler Hagstrom,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/hagstrom_kyler_9gu7,D,Jr.,"West Chester, OH",Lakota West,Wittenberg,III,2024
7,Gabe Porter,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/porter_gabe_u82y,M,Sr.,"Worthington, OH",Kilbourne,Wittenberg,III,2024
8,Marcus Orton,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/orton_marcus_u5xz,M,Sr.,"Knoxville, TN",Webb School of Knoxville,Wittenberg,III,2024
9,Collin LaVeck,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/laveck_collin_pjsk,M,So.,"Carroll, OH",Bloom-Carroll,Wittenberg,III,2024
10,Christopher Meyer,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/meyer_christopher_c1ab,M,Jr.,"Toledo, OH",St. Francis,Wittenberg,III,2024
11,Josh Pawlicki,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/pawlicki_josh_5lx9,M,Sr.,"Toledo, OH",Sylvania Southview,Wittenberg,III,2024
12,Brendan Goodman,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/goodman_brendan_xoh8,M,So.,"Beavercreek, OH",Beavercreek,Wittenberg,III,2024
13,Ryan Shindeldecker,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/shindeldecker_ryan_yva5,D,Jr.,"Findlay, OH",Findlay,Wittenberg,III,2024
14,Kaden Bryan,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/bryan_kaden_xaaw,F,Sr.,"Yellow Springs, OH",Yellow Springs,Wittenberg,III,2024
15,Jack Pascoal,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/pascoal_jack_n8el,F,Jr.,"Liberty Township, OH",Lakota East,Wittenberg,III,2024
16,Casey Meltzer,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/meltzer_casey_swex,M,Fr.,"Cleveland, OH",St. Ignatius,Wittenberg,III,2024
17,Henry Smith-Heston,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/smith-heston_henry_lkle,M,So.,"Yellow Springs, OH",Yellow Springs,Wittenberg,III,2024
18,Kevin Wightman,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/wightman_kevin_cuy4,D,So.,"Beavercreek, OH",Beavercreek,Wittenberg,III,2024
19,Anthony Carpenter,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/carpenter_anthony_5202,D,So.,"Dublin, OH",Coffman,Wittenberg,III,2024
20,Caleb Walker,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/walker_caleb_2ieh,M,So.,"Englewood, OH",Northmont,Wittenberg,III,2024
21,Cameron Elliott,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/elliott_cameron_x6c3,F,Sr.,"Springfield, OH",Springfield,Wittenberg,III,2024
22,Cameron Corey,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/corey_cameron_x631,M,Fr.,"Lancaster, OH",Amanda-Clearcreek,Wittenberg,III,2024
23,James D'Isidoro,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/d-isidoro_james_tzi2,D,Fr.,"Twinsburg, OH",Twinsburg,Wittenberg,III,2024
24,Asher Donahue,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/donahue_asher_2og3,F,Fr.,"Muncie, IN",Burris Laboratory School,Wittenberg,III,2024
25,Jacob D'Isidoro,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/d-isidoro_jacob_6gta,D,Jr.,"Twinsburg, OH",Twinsburg,Wittenberg,III,2024
27,Ethan Guinn,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/guinn_ethan_g7k5,M,Fr.,"Muncie, IN",Yorktown,Wittenberg,III,2024
28,Ellis Culligan,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/culligan_ellis_svae,F,Fr.,"Liberty Township, OH",Lakota East,Wittenberg,III,2024
29,Aayan Peerzada,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/peerzada_aayan_mifb,D,Fr.,"Pune, India",The Bishops School,Wittenberg,III,2024
30,Leroy Dannemiller,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/dannemiller_leroy_rkue,D,Jr.,"Columbus, OH",The Wellington School,Wittenberg,III,2024
31,Brendon Raggiunti,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/raggiunti_brendon_84jd,F,Fr.,"Brampton, Ontario",Notre Dame Catholic Secondary,Wittenberg,III,2024
32,Cole Schachnovsky,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/schachnovsky_cole_afxe,M,Fr.,"Bangkok, Thailand",NIST International School,Wittenberg,III,2024
33,Seth Miller,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/miller_seth_bjiz,M,So.,"Wooster, OH",Triway,Wittenberg,III,2024
34,Keegan Motter,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/motter_keegan_3sqi,F,So.,"Perrysburg, OH",Perrysburg,Wittenberg,III,2024
35,Brody Earick,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/earick_brody_ln5p,M,Fr.,"Mansfield, OH",Lexington,Wittenberg,III,2024
36,Dominick Keefe,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/keefe_dominick_g0si,M,So.,"Carroll, OH",Bloom-Carroll,Wittenberg,III,2024
37,Wyatt Poling,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/poling_wyatt_3v9y,F,Jr.,"Batavia, OH",Batavia,Wittenberg,III,2024
38,Jacob Beck,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/beck_jacob_lclg,M,So.,"Westerville, OH",Thomas Worthington,Wittenberg,III,2024
39,Ashton Rainer,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/rainer_ashton_tmyv,M,So.,"New Castle, IN",New Castle,Wittenberg,III,2024
40,Luke Stout,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/stout_luke_5l2b,M,Fr.,"Laurelville, OH",Circleville,Wittenberg,III,2024
42,Beckham Corbett,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/corbett_beckham_zjrf,F,Jr.,"Lewis Center, OH",Olentangy,Wittenberg,III,2024
43,Mitchell Tope,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/tope_mitchell_c0pk,M,Fr.,"Dublin, OH",Hilliard Davidson,Wittenberg,III,2024
45,Carter Bonar,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/bonar_carter_hl72,M,Fr.,"Christiansburg, OH",Ohio Connections Academy,Wittenberg,III,2024
46,TraQuan Gaines,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/gaines_traquan_e0pl,D,Fr.,"Springfield, OH",Riverscape Career Tech,Wittenberg,III,2024
47,Josiah Gaines,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/gaines_josiah_etur,M,Fr.,"Circleville, OH",Circleville,Wittenberg,III,2024
48,Kelsey Henry,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/henry_kelsey_fozj,D,Fr.,"Gallipolis Ferry, WV",Calvary Baptist Academy,Wittenberg,III,2024
49,Jonah Styn-Espinosa,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/styn-espinosa_jonah_nm5f,D,Fr.,"Union, OH",Dayton Regional STEM School,Wittenberg,III,2024
50,Andre Wright,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/wright_andre_huxh,F,Fr.,"Springfield, OH",Oak Hill,Wittenberg,III,2024
51,Assabir Ali Oumar,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/ali_oumar_assabir_tgi4,F,Sr.,"Columbus, OH",The Charles School,Wittenberg,III,2024
88,Jaden Robinette,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/robinette_jaden_m4qr,GK,Fr.,"Springfield, OH",Northwestern,Wittenberg,III,2024
99,Andrew Cleveland,https://www.wittenbergtigers.com/sports/msoc/2024-25/bios/cleveland_andrew_58oc,GK,Fr.,"Commerce City, CO",Eagle Ridge Academy,Wittenberg,III,2024
00,PJ Schmidt,https://www.wsulancers.com/sports/msoc/2024-25/bios/schmidt_peter_jkqe,Goalkeeper,Fy.,"Westwood, NJ",Westwood Regional,Worcester State,III,2024
0,Sergio Torrado,https://www.wsulancers.com/sports/msoc/2024-25/bios/torrado_sergio_lai3,Goalkeeper,Fy.,"Arroyomolinos, ES",Marianapolis Prepatory,Worcester State,III,2024
1,Tobias Schneider,https://www.wsulancers.com/sports/msoc/2024-25/bios/schneider_tobias_u9ad,Goalkeeper,So.,"Hudson, WI",Hudson,Worcester State,III,2024
2,Jeffrey Burns,https://www.wsulancers.com/sports/msoc/2024-25/bios/burns_jeffrey_kmru,Defense,Fy.,"Narragansett, RI",South Kingstown,Worcester State,III,2024
3,Brendan Lower,https://www.wsulancers.com/sports/msoc/2024-25/bios/lower_brendan_3wj2,Defense,Jr./So.,"Grafton, MA",Saint John's,Worcester State,III,2024
4,Gage Barkyoumb,https://www.wsulancers.com/sports/msoc/2024-25/bios/barkyoumb_gage_0x9j,Defense,So.,"Wilbraham, MA",Minnechaug Regional,Worcester State,III,2024
5,Christian Munoz,https://www.wsulancers.com/sports/msoc/2024-25/bios/munoz_christian_c9a9,Defense,Jr.,"Pawtucket, RI",William E. Tolman,Worcester State,III,2024
6,Declan Ryder,https://www.wsulancers.com/sports/msoc/2024-25/bios/ryder_declan_hb3e,Midfield,Sr./Jr.,"Worcester, MA",Doherty Memorial,Worcester State,III,2024
7,Brady Iovanni,https://www.wsulancers.com/sports/msoc/2024-25/bios/iovanni_brady_uca0,Forward,Jr.,"Lunenburg, MA",Lunenburg,Worcester State,III,2024
8,Wilber Garcia,https://www.wsulancers.com/sports/msoc/2024-25/bios/garcia_wilber_ui37,Midfield,Jr.,"Bilbao, Spain",Classical,Worcester State,III,2024
9,Arthur Tome,https://www.wsulancers.com/sports/msoc/2024-25/bios/tome_arthur_oq7y,Midfield,So.,"Milford, MA",Milford,Worcester State,III,2024
10,Manny Ramirez,https://www.wsulancers.com/sports/msoc/2024-25/bios/ramirez_manny_pcxq,Midfield,Gs.,"Waltham, Mass.",Waltham,Worcester State,III,2024
11,Tazir Kaba,https://www.wsulancers.com/sports/msoc/2024-25/bios/kaba_tazir_wsp2,Midfield,Jr.,"Malden, MA",Mystic Valley Regional Charter,Worcester State,III,2024
12,Benji Bonsu,https://www.wsulancers.com/sports/msoc/2024-25/bios/bonsu_benjamin_te3d,Forward/Defense,Jr.,"Pittsfield, MA",Bart Charter,Worcester State,III,2024
13,Cody Gass,https://www.wsulancers.com/sports/msoc/2024-25/bios/gass_cody_jbob,Midfield/Defense,Fy.,"Norton, MA",Norton,Worcester State,III,2024
14,Nikola Plazinic,https://www.wsulancers.com/sports/msoc/2024-25/bios/plazinic_nikola_17xo,Defense,So.,"Covington, LA",St. Paul's,Worcester State,III,2024
16,Nate Lewos,https://www.wsulancers.com/sports/msoc/2024-25/bios/lewos_nate_o39y,Defender,Sr.,"Auburn, Mass.",Auburn,Worcester State,III,2024
18,Rowdy Castro,https://www.wsulancers.com/sports/msoc/2024-25/bios/castro_rowdy_ofsj,Defense,So.,"El Paso, TX",Coronado,Worcester State,III,2024
19,Dylan Verby,https://www.wsulancers.com/sports/msoc/2024-25/bios/verby_dylan_ekmv,Forward,So.,South Setauket,Ward Melville,Worcester State,III,2024
20,Taylor Gavaletz,https://www.wsulancers.com/sports/msoc/2024-25/bios/gavaletz_taylor_40io,Forward/Midfield,Jr.,"Dudley, MA",Shepherd Hill Regional,Worcester State,III,2024
21,Marley Perez,https://www.wsulancers.com/sports/msoc/2024-25/bios/perez-adler_marley_hkqm,Midfield,Jr.,"Heppenheim, GER",Westford Academy,Worcester State,III,2024
23,Matthieu Bayonne,https://www.wsulancers.com/sports/msoc/2024-25/bios/bayonne_matthieu_012t,Forward/Defense,Sr.,"Chicago, IL",New Mexico Military Institute,Worcester State,III,2024
24,Mal Hawkins,https://www.wsulancers.com/sports/msoc/2024-25/bios/hawkins_mal_yeyx,Defense,Sr.,"View Park, CA",Loyola,Worcester State,III,2024
25,Nick Guidi,https://www.wsulancers.com/sports/msoc/2024-25/bios/guidi_nicholas_uttf,Forward,So.,"Wilbraham, MA",Minnechaug Regional,Worcester State,III,2024
26,Bryan Cavanaugh,https://www.wsulancers.com/sports/msoc/2024-25/bios/cavanaugh_bryan_6fbc,Forward/Midfield,So.,"Auburn, MA",Auburn,Worcester State,III,2024
27,Lietson Barbosa,https://www.wsulancers.com/sports/msoc/2024-25/bios/barbosa_lietson_dgwx,Forward/Midfield,Jr.,"Pawtucket, RI",Highlander Charter,Worcester State,III,2024
28,Mohammed-kadar Yussuf,https://www.wsulancers.com/sports/msoc/2024-25/bios/yussuf_mohammed_qmbm,Midfield/Defense,So.,"Worcester, MA",North,Worcester State,III,2024
29,Gerique Boderbe,https://www.wsulancers.com/sports/msoc/2024-25/bios/boderbe_gerique_sf5x,Forward/Defense,So.,"Worcester, MA",Burncoat,Worcester State,III,2024
30,Tyler Gallagher,https://www.wsulancers.com/sports/msoc/2024-25/bios/gallagher_tyler_4bd8,Goalkeeper,Fy.,"Warwick, RI",St. Andrews,Worcester State,III,2024
31,Zach Nelson,https://www.wsulancers.com/sports/msoc/2024-25/bios/nelson_zachary_jnbu,Goalkeeper,So.,"Geneseo, IL",Geneseo,Worcester State,III,2024
